stats_o/std,train/success_rate,stats_g/mean,test/mean_Q,train/episode,stats_g/std,stats_o/mean,epoch,test/success_rate,test/episode
0.056562208,0.04,0.8377852,-2.5368946,100.0,0.0821242,0.20221108,0,0.1,20.0
0.053352565,0.12,0.8375183,-4.7316275,200.0,0.07718476,0.20082752,1,0.0,40.0
0.05360755,0.05,0.83727866,-5.7396593,300.0,0.07658509,0.20072392,2,0.1,60.0
0.05225447,0.09,0.83899164,-7.851738,400.0,0.07711949,0.20136079,3,0.05,80.0
0.05276625,0.08,0.8402718,-10.377006,500.0,0.07856765,0.20170881,4,0.0,100.0
0.05360738,0.04,0.84016794,-10.706732,600.0,0.077542156,0.20137939,5,0.1,120.0
0.05547677,0.04,0.83916426,-10.410762,700.0,0.07794711,0.20145416,6,0.2,140.0
0.057392072,0.1,0.83882874,-12.473049,800.0,0.07970365,0.20154649,7,0.1,160.0
0.057759035,0.09,0.8383787,-15.153694,900.0,0.08032478,0.20156144,8,0.1,180.0
0.05826613,0.06,0.8379101,-16.005766,1000.0,0.080194525,0.20124592,9,0.05,200.0
0.057827912,0.05,0.83818513,-14.310614,1100.0,0.07948668,0.20133579,10,0.15,220.0
0.0577764,0.07,0.83782357,-19.761974,1200.0,0.0796434,0.20126194,11,0.0,240.0
0.058015548,0.05,0.83790135,-20.407925,1300.0,0.080111325,0.2014515,12,0.0,260.0
0.057874523,0.05,0.83754426,-20.802296,1400.0,0.08062427,0.20132466,13,0.05,280.0
0.057406425,0.05,0.8373706,-21.350529,1500.0,0.080218546,0.20131144,14,0.05,300.0
0.057522755,0.06,0.8376259,-22.38656,1600.0,0.08019755,0.20136806,15,0.1,320.0
0.057626143,0.04,0.83800954,-19.583815,1700.0,0.080448225,0.20146886,16,0.1,340.0
0.058690026,0.12,0.8379521,-23.952915,1800.0,0.08070383,0.20157246,17,0.1,360.0
0.05883782,0.1,0.8377028,-21.255743,1900.0,0.08032429,0.20152456,18,0.2,380.0
0.05860724,0.1,0.8375825,-21.837896,2000.0,0.079904296,0.2014812,19,0.1,400.0
0.059324473,0.04,0.8378832,-26.884436,2100.0,0.08002726,0.20149095,20,0.0,420.0
0.060001288,0.07,0.8378308,-22.579086,2200.0,0.07990392,0.20146109,21,0.2,440.0
0.060708202,0.07,0.83749217,-23.362225,2300.0,0.080023505,0.20135792,22,0.1,460.0
0.061485033,0.11,0.8371772,-23.33139,2400.0,0.0798134,0.20120853,23,0.15,480.0
0.06173541,0.08,0.8372089,-26.129309,2500.0,0.07965836,0.20121141,24,0.05,500.0
0.061759222,0.04,0.8373892,-23.730862,2600.0,0.07980684,0.20125674,25,0.15,520.0
0.06295977,0.15,0.8372975,-32.229977,2700.0,0.07986572,0.20125566,26,0.0,540.0
0.06349705,0.09,0.8372896,-21.261343,2800.0,0.079800256,0.20120174,27,0.0,560.0
0.06411614,0.07,0.83713955,-24.607204,2900.0,0.07990155,0.20119649,28,0.1,580.0
0.064194575,0.1,0.8371405,-27.768091,3000.0,0.07992465,0.20121607,29,0.0,600.0
0.06429387,0.09,0.83707094,-21.85264,3100.0,0.07995678,0.20117304,30,0.15,620.0
0.064135045,0.09,0.8372651,-26.791195,3200.0,0.079731114,0.20122465,31,0.1,640.0
0.06478159,0.11,0.83751386,-25.826101,3300.0,0.07953192,0.20126848,32,0.05,660.0
0.065322764,0.1,0.8377368,-24.09742,3400.0,0.07967609,0.2013492,33,0.15,680.0
0.0658502,0.16,0.83776456,-20.861431,3500.0,0.079566784,0.20134598,34,0.1,700.0
0.065829314,0.14,0.83795756,-24.464573,3600.0,0.079337366,0.20141867,35,0.2,720.0
0.065930136,0.12,0.83808875,-22.95227,3700.0,0.079191744,0.20143345,36,0.15,740.0
0.066065446,0.09,0.83827657,-20.397917,3800.0,0.07900127,0.20146035,37,0.15,760.0
0.06655781,0.1,0.83836466,-15.020645,3900.0,0.07893228,0.20147331,38,0.3,780.0
0.06692649,0.17,0.8383457,-14.886813,4000.0,0.07875759,0.20147657,39,0.45,800.0
0.06742341,0.2,0.8383096,-17.561245,4100.0,0.07888245,0.20144872,40,0.1,820.0
0.068214685,0.12,0.83833295,-19.082617,4200.0,0.07915432,0.20144366,41,0.2,840.0
0.06848426,0.11,0.83841306,-17.116135,4300.0,0.079157285,0.20148994,42,0.25,860.0
0.06896129,0.11,0.8384636,-21.456573,4400.0,0.07901161,0.20144103,43,0.1,880.0
0.0695462,0.13,0.8385897,-15.587771,4500.0,0.07900453,0.20148836,44,0.1,900.0
0.06981017,0.17,0.83877414,-14.974876,4600.0,0.0789197,0.20156461,45,0.35,920.0
0.069956936,0.2,0.83888125,-16.336477,4700.0,0.078889586,0.20158482,46,0.3,940.0
0.07022266,0.27,0.8389354,-13.650098,4800.0,0.07866239,0.20159093,47,0.35,960.0
0.07031559,0.28,0.83900076,-12.045643,4900.0,0.078468174,0.20158911,48,0.3,980.0
0.070401914,0.3,0.839112,-17.427948,5000.0,0.07828196,0.2015963,49,0.25,1000.0
0.07031067,0.27,0.83930916,-21.534374,5100.0,0.07808947,0.20160428,50,0.2,1020.0
0.070217475,0.26,0.8394518,-17.413946,5200.0,0.077921845,0.20162018,51,0.35,1040.0
0.07034012,0.23,0.83956116,-14.83723,5300.0,0.0777563,0.2016254,52,0.3,1060.0
0.070389345,0.25,0.8397091,-12.138419,5400.0,0.07757076,0.20163506,53,0.35,1080.0
0.07079819,0.28,0.83974856,-12.265543,5500.0,0.077528276,0.20164876,54,0.45,1100.0
0.07105212,0.32,0.8399522,-11.461554,5600.0,0.07739212,0.20172386,55,0.35,1120.0
0.07135959,0.29,0.840065,-13.556478,5700.0,0.077379264,0.20172322,56,0.35,1140.0
0.071898535,0.25,0.84027654,-15.081886,5800.0,0.07725804,0.20180945,57,0.25,1160.0
0.07211618,0.26,0.84037614,-14.554248,5900.0,0.07710139,0.2018677,58,0.4,1180.0
0.07249248,0.29,0.8404557,-13.951662,6000.0,0.07696163,0.20193677,59,0.35,1200.0
0.073076054,0.33,0.84071517,-21.342596,6100.0,0.07682914,0.20204055,60,0.15,1220.0
0.07349799,0.27,0.8409596,-11.327696,6200.0,0.07671037,0.20210734,61,0.5,1240.0
0.07402137,0.35,0.8409824,-14.501978,6300.0,0.07682393,0.20212188,62,0.2,1260.0
0.07411418,0.44,0.8410096,-15.626529,6400.0,0.076642804,0.20214252,63,0.3,1280.0
0.07479484,0.37,0.84114033,-9.360334,6500.0,0.07653878,0.20210557,64,0.5,1300.0
0.07542166,0.43,0.84128547,-11.83075,6600.0,0.076396085,0.2021224,65,0.5,1320.0
0.075968035,0.41,0.84143186,-12.002464,6700.0,0.07625024,0.20212911,66,0.35,1340.0
0.07627598,0.41,0.84149224,-12.204983,6800.0,0.07628497,0.20213911,67,0.25,1360.0
0.077203594,0.49,0.8415962,-9.0333805,6900.0,0.07610537,0.20212689,68,0.65,1380.0
0.0778793,0.4,0.8417395,-8.832621,7000.0,0.07611889,0.2021167,69,0.7,1400.0
0.07892253,0.47,0.84177524,-11.100287,7100.0,0.07631632,0.2021991,70,0.6,1420.0
0.07965142,0.53,0.8418491,-9.28814,7200.0,0.07651459,0.20226525,71,0.5,1440.0
0.079942934,0.57,0.84193915,-5.864409,7300.0,0.07655569,0.202278,72,0.6,1460.0
0.08043636,0.59,0.84203464,-5.9892917,7400.0,0.076539315,0.20226845,73,0.65,1480.0
0.08085454,0.53,0.842102,-11.448967,7500.0,0.076430716,0.20225476,74,0.55,1500.0
0.08145805,0.49,0.8421395,-7.5686617,7600.0,0.07647597,0.20226297,75,0.6,1520.0
0.08213604,0.5,0.84221035,-8.898354,7700.0,0.07644362,0.20227425,76,0.55,1540.0
0.08252553,0.65,0.8422298,-10.392091,7800.0,0.076386236,0.20225114,77,0.45,1560.0
0.08328187,0.52,0.8423269,-5.2314153,7900.0,0.07654297,0.20232481,78,0.8,1580.0
0.083934195,0.59,0.84235764,-4.151245,8000.0,0.07638486,0.20236628,79,0.85,1600.0
0.08441906,0.67,0.84237385,-5.3073893,8100.0,0.07634583,0.20239688,80,0.55,1620.0
0.084737174,0.69,0.84246397,-6.060247,8200.0,0.076206945,0.2024028,81,0.65,1640.0
0.08539289,0.66,0.84249336,-8.354329,8300.0,0.07617969,0.20237225,82,0.65,1660.0
0.085927516,0.57,0.842537,-4.1818433,8400.0,0.07619289,0.20236404,83,0.75,1680.0
0.086482726,0.73,0.8425355,-3.428719,8500.0,0.076138794,0.20234948,84,0.85,1700.0
0.086878516,0.71,0.8425622,-3.9894626,8600.0,0.07602638,0.20234129,85,0.85,1720.0
0.08730186,0.8,0.8425488,-3.3141186,8700.0,0.07597513,0.20238753,86,0.85,1740.0
0.0878748,0.7,0.8425681,-4.1528587,8800.0,0.07604138,0.20240173,87,0.85,1760.0
0.08819428,0.8,0.8425755,-2.3037608,8900.0,0.07593663,0.20242602,88,0.95,1780.0
0.08864858,0.77,0.84255046,-1.9763935,9000.0,0.07596818,0.20237073,89,1.0,1800.0
0.08925906,0.7,0.84253925,-3.4396892,9100.0,0.07595012,0.20237288,90,0.75,1820.0
0.08977511,0.66,0.84254485,-2.24228,9200.0,0.07589138,0.20237726,91,1.0,1840.0
0.09008517,0.82,0.8425397,-3.9056993,9300.0,0.07577779,0.2023509,92,0.75,1860.0
0.090470046,0.8,0.8425159,-3.1008978,9400.0,0.07581745,0.20234524,93,0.9,1880.0
0.090782546,0.79,0.84244347,-1.2455289,9500.0,0.07574456,0.20230831,94,1.0,1900.0
0.0912424,0.73,0.8423756,-1.8710983,9600.0,0.075772814,0.2023269,95,1.0,1920.0
0.09160884,0.81,0.8423688,-2.2324681,9700.0,0.07572671,0.20235348,96,0.95,1940.0
0.09184578,0.84,0.8423727,-3.653463,9800.0,0.07570664,0.20233195,97,0.9,1960.0
0.09239548,0.85,0.84234595,-1.9614935,9900.0,0.07569185,0.20229359,98,1.0,1980.0
0.092807226,0.79,0.84233123,-1.1860241,10000.0,0.07561296,0.2023541,99,1.0,2000.0
0.0930123,0.8,0.8423279,-2.2139802,10100.0,0.07558727,0.20239079,100,0.95,2020.0
0.09318891,0.89,0.8422625,-2.6921887,10200.0,0.07548119,0.20240659,101,0.9,2040.0
0.09346667,0.79,0.84224707,-3.6250026,10300.0,0.0754722,0.2024055,102,0.9,2060.0
0.093860805,0.86,0.8422741,-2.9412987,10400.0,0.075446464,0.20244627,103,0.9,2080.0
0.09400454,0.85,0.84229404,-2.485499,10500.0,0.07538093,0.20242666,104,0.85,2100.0
0.09411145,0.9,0.8422678,-2.3626423,10600.0,0.075300165,0.20247646,105,0.95,2120.0
0.09448324,0.9,0.84218216,-2.5878632,10700.0,0.075453214,0.20246157,106,0.9,2140.0
0.09491767,0.77,0.8421607,-2.0043838,10800.0,0.075536065,0.20242657,107,1.0,2160.0
0.0953378,0.84,0.84209865,-1.6978605,10900.0,0.0754564,0.2024505,108,1.0,2180.0
0.0956095,0.88,0.8421154,-2.123938,11000.0,0.075571336,0.20240076,109,0.95,2200.0
0.09586005,0.89,0.84211,-1.9336342,11100.0,0.07547525,0.20237692,110,0.95,2220.0
0.09631204,0.86,0.84208304,-1.7900966,11200.0,0.075621195,0.2023649,111,1.0,2240.0
0.09643178,0.88,0.8420651,-1.2367285,11300.0,0.075564615,0.20239535,112,1.0,2260.0
0.09674838,0.89,0.84197766,-1.4658922,11400.0,0.07549367,0.2023649,113,0.95,2280.0
0.09701491,0.9,0.8419483,-1.6354544,11500.0,0.07540657,0.20232385,114,1.0,2300.0
0.09730812,0.89,0.84193605,-1.807394,11600.0,0.07540735,0.2023021,115,0.95,2320.0
0.097800665,0.94,0.8418741,-1.5694402,11700.0,0.075351454,0.20233153,116,0.95,2340.0
0.09821952,0.88,0.8417895,-2.1181862,11800.0,0.07532009,0.20229217,117,0.95,2360.0
0.09849141,0.86,0.84174377,-2.1233573,11900.0,0.075255215,0.20222998,118,0.95,2380.0
0.0986774,0.94,0.84168655,-1.2900261,12000.0,0.07521903,0.20221259,119,1.0,2400.0
0.098951556,0.9,0.8416292,-3.0812087,12100.0,0.07515675,0.20222805,120,0.95,2420.0
0.09919552,0.88,0.84161764,-1.9169298,12200.0,0.07506513,0.20227446,121,0.95,2440.0
0.09935591,0.93,0.8416067,-3.2229867,12300.0,0.07502109,0.20226644,122,0.9,2460.0
0.09976336,0.88,0.84165794,-1.416024,12400.0,0.07511782,0.2023009,123,1.0,2480.0
0.10015286,0.9,0.8416333,-1.6297166,12500.0,0.07509618,0.20232454,124,0.95,2500.0
0.10039761,0.84,0.84157366,-1.3351958,12600.0,0.07510234,0.20231138,125,1.0,2520.0
0.10062841,0.88,0.84154344,-2.5534947,12700.0,0.07502475,0.2022817,126,0.95,2540.0
0.10079941,0.9,0.8415096,-1.9274509,12800.0,0.074986465,0.20227857,127,1.0,2560.0
0.10106307,0.95,0.8414936,-3.0623882,12900.0,0.07490703,0.20226051,128,0.95,2580.0
0.10133085,0.88,0.8414355,-1.1270552,13000.0,0.07496592,0.2022565,129,1.0,2600.0
0.10164725,0.9,0.841415,-1.5123612,13100.0,0.075021185,0.20227312,130,0.95,2620.0
0.1020408,0.86,0.8413661,-1.1233345,13200.0,0.07508729,0.20225818,131,1.0,2640.0
0.10228951,0.86,0.84131354,-1.257679,13300.0,0.07514353,0.20222221,132,1.0,2660.0
0.102456465,0.92,0.8413264,-1.822208,13400.0,0.07506131,0.20222887,133,0.95,2680.0
0.10257764,0.95,0.84130454,-1.0616394,13500.0,0.074974194,0.20217983,134,1.0,2700.0
0.10271523,0.94,0.84128094,-1.0582957,13600.0,0.07489435,0.20217305,135,1.0,2720.0
0.10296045,0.94,0.84128636,-1.1676006,13700.0,0.07481278,0.20220053,136,1.0,2740.0
0.10316953,0.91,0.8412998,-1.0375926,13800.0,0.07475217,0.20215708,137,1.0,2760.0
0.10337715,0.96,0.8413109,-1.3782289,13900.0,0.0746801,0.20218556,138,1.0,2780.0
0.10343177,0.96,0.84130883,-1.31011,14000.0,0.07465988,0.20214553,139,0.95,2800.0
0.10349074,0.92,0.8412862,-1.5265251,14100.0,0.07459444,0.20213766,140,1.0,2820.0
0.10371299,0.92,0.8412223,-1.0202589,14200.0,0.07484501,0.20209974,141,1.0,2840.0
0.103700735,0.91,0.84118557,-1.2115142,14300.0,0.074789844,0.20207657,142,1.0,2860.0
0.103874065,0.91,0.8411498,-1.2103138,14400.0,0.074767895,0.20206876,143,1.0,2880.0
0.103988044,0.95,0.8410904,-1.2508035,14500.0,0.07472947,0.20207576,144,1.0,2900.0
0.104020074,0.95,0.8410647,-1.2645121,14600.0,0.07466545,0.20205015,145,1.0,2920.0
0.10412083,0.97,0.8410328,-1.5650287,14700.0,0.07460528,0.20204447,146,1.0,2940.0
0.104260705,0.95,0.8410521,-1.3444787,14800.0,0.07457098,0.20204002,147,1.0,2960.0
0.10440955,0.95,0.8410332,-1.2287933,14900.0,0.07455967,0.20199274,148,1.0,2980.0
0.104485475,0.94,0.84101087,-2.1545815,15000.0,0.074547544,0.20198084,149,0.95,3000.0
0.10456872,0.98,0.8409812,-1.1286328,15100.0,0.07445259,0.20195465,150,1.0,3020.0
0.104595855,0.95,0.841013,-1.1056546,15200.0,0.07442551,0.20194039,151,1.0,3040.0
0.10467336,0.91,0.84098166,-1.1421511,15300.0,0.07448303,0.20193455,152,1.0,3060.0
0.10483015,0.95,0.84094167,-1.5626909,15400.0,0.07454739,0.20192505,153,0.95,3080.0
0.1048854,0.98,0.84093004,-1.2654604,15500.0,0.07447371,0.20191318,154,1.0,3100.0
0.10506216,0.95,0.84094477,-1.0841054,15600.0,0.07441031,0.20193653,155,1.0,3120.0
0.10510158,0.94,0.8409035,-1.3192996,15700.0,0.074352555,0.20190506,156,1.0,3140.0
0.105192155,0.93,0.84090143,-1.0261776,15800.0,0.07432177,0.20183834,157,1.0,3160.0
0.10519736,0.99,0.8408708,-1.2253709,15900.0,0.07425241,0.20182437,158,1.0,3180.0
0.10516544,0.96,0.8408634,-1.541164,16000.0,0.074178256,0.20181145,159,1.0,3200.0
0.10519348,0.88,0.8408434,-1.1655723,16100.0,0.074199826,0.20181152,160,1.0,3220.0
0.10522816,0.93,0.8408246,-0.8770976,16200.0,0.074190706,0.20180802,161,1.0,3240.0
0.10543923,0.92,0.8407986,-1.1137708,16300.0,0.074213944,0.20184489,162,1.0,3260.0
0.10545462,0.95,0.84076685,-0.9639452,16400.0,0.074169256,0.2018629,163,1.0,3280.0
0.105549686,0.97,0.84075636,-1.1790538,16500.0,0.07417034,0.20187931,164,1.0,3300.0
0.10568241,0.97,0.8407405,-1.0035546,16600.0,0.07412171,0.20181695,165,1.0,3320.0
0.10575692,0.92,0.8407125,-1.2457554,16700.0,0.07409162,0.20182718,166,1.0,3340.0
0.105775364,0.92,0.8407519,-1.4231396,16800.0,0.07406492,0.2018394,167,1.0,3360.0
0.10586445,0.92,0.8407309,-1.252038,16900.0,0.07411839,0.20184249,168,1.0,3380.0
0.10593581,0.93,0.84071046,-1.1720159,17000.0,0.07410998,0.20185293,169,1.0,3400.0
0.10597928,0.94,0.8406623,-2.691281,17100.0,0.07405554,0.20186616,170,0.95,3420.0
0.106117636,0.95,0.84068775,-1.2189881,17200.0,0.07402906,0.20188877,171,1.0,3440.0
0.10620683,0.94,0.8406687,-1.0749017,17300.0,0.073981,0.20191498,172,1.0,3460.0
0.1063317,0.93,0.8406555,-1.0728803,17400.0,0.074013785,0.2018784,173,1.0,3480.0
0.10639613,0.94,0.840653,-1.4530016,17500.0,0.07394843,0.20188326,174,0.95,3500.0
0.10642826,0.96,0.8406396,-0.89301026,17600.0,0.07388956,0.2018842,175,1.0,3520.0
0.10648999,0.93,0.8406875,-0.9836629,17700.0,0.07385486,0.20188089,176,1.0,3540.0
0.10651708,0.99,0.8406628,-1.2338381,17800.0,0.07380295,0.20187898,177,1.0,3560.0
0.106576726,0.92,0.84066796,-1.4176466,17900.0,0.073762305,0.2018906,178,1.0,3580.0
0.106552705,0.96,0.8406505,-1.7033465,18000.0,0.073713034,0.20189549,179,0.95,3600.0
0.10659078,0.95,0.84062296,-0.98284405,18100.0,0.073661044,0.20190641,180,1.0,3620.0
0.106637985,0.97,0.8406001,-1.2047627,18200.0,0.073645085,0.20189919,181,1.0,3640.0
0.10673806,0.92,0.84054357,-1.5536191,18300.0,0.07370195,0.20186248,182,1.0,3660.0
0.10680077,0.97,0.8405786,-1.0276687,18400.0,0.073635995,0.20190439,183,1.0,3680.0
0.10679379,0.96,0.8405226,-1.200166,18500.0,0.07358057,0.20187712,184,1.0,3700.0
0.106793776,0.97,0.84052753,-1.2201872,18600.0,0.07351536,0.20187677,185,1.0,3720.0
0.10685622,0.96,0.8404781,-1.002449,18700.0,0.07346719,0.20189789,186,1.0,3740.0
0.10693594,0.96,0.84050816,-1.3685596,18800.0,0.07343721,0.20188406,187,1.0,3760.0
0.106969595,0.94,0.84049654,-1.428009,18900.0,0.073458865,0.20189716,188,1.0,3780.0
0.10699188,0.92,0.84045076,-1.1663263,19000.0,0.07344403,0.20189828,189,1.0,3800.0
0.107108995,0.91,0.8404529,-1.0384173,19100.0,0.07349692,0.2019182,190,1.0,3820.0
0.10717452,0.95,0.8404129,-1.1479315,19200.0,0.073494725,0.20190927,191,1.0,3840.0
0.10715264,0.97,0.84040576,-1.2153199,19300.0,0.07344278,0.20189011,192,1.0,3860.0
0.1072048,0.93,0.84036034,-1.3799931,19400.0,0.07343506,0.20186651,193,0.95,3880.0
0.1072594,0.95,0.84034616,-1.1550064,19500.0,0.07338431,0.20186463,194,1.0,3900.0
0.10733416,0.97,0.8403247,-1.1954355,19600.0,0.073346846,0.20187174,195,1.0,3920.0
0.10739087,0.95,0.8402857,-1.0184945,19700.0,0.073339075,0.20185709,196,1.0,3940.0
0.10752129,0.94,0.8402609,-1.2642133,19800.0,0.07329234,0.20183903,197,1.0,3960.0
0.107493535,0.98,0.84024525,-1.0452397,19900.0,0.07324126,0.2018473,198,1.0,3980.0
0.107539795,0.94,0.8402402,-1.0730722,20000.0,0.07321697,0.20186533,199,1.0,4000.0
