stats_g/std,stats_g/mean,epoch,stats_o/std,train/episode,test/episode,train/success_rate,test/success_rate,stats_o/mean,test/mean_Q
0.17173682,0.80103606,250,0.095702305,5020.0,5020.0,0.22499999999999998,0.42500000000000004,0.18333231,-14.505089
0.17180283,0.8011249,251,0.095849514,5040.0,5040.0,0.175,0.325,0.18334362,-15.578985
0.17185469,0.8011596,252,0.09589887,5060.0,5060.0,0.175,0.32499999999999996,0.18335953,-16.841833
0.17184937,0.8013299,253,0.09595233,5080.0,5080.0,0.225,0.675,0.18339425,-10.470993
0.1718244,0.8015933,254,0.0959835,5100.0,5100.0,0.15,0.325,0.18344636,-12.9687
0.17179161,0.80174065,255,0.096038714,5120.0,5120.0,0.125,0.275,0.1834705,-13.589218
0.17179209,0.80189174,256,0.09603241,5140.0,5140.0,0.2,0.375,0.1835221,-16.752758
0.17183067,0.80211085,257,0.09604587,5160.0,5160.0,0.075,0.35,0.18357038,-14.736383
0.17180061,0.8022725,258,0.09602675,5180.0,5180.0,0.225,0.45,0.18361574,-12.602737
0.17174532,0.80244654,259,0.09605386,5200.0,5200.0,0.15,0.42500000000000004,0.1836366,-14.983777
0.17160274,0.8025689,260,0.096053034,5220.0,5220.0,0.30000000000000004,0.475,0.18365692,-11.67286
0.17159557,0.8027482,261,0.096059926,5240.0,5240.0,0.15000000000000002,0.35,0.18368937,-15.963308
0.17148991,0.8028783,262,0.096084096,5260.0,5260.0,0.15,0.35,0.18371452,-16.282894
0.1716549,0.80302566,263,0.09608967,5280.0,5280.0,0.125,0.32499999999999996,0.18372738,-17.299152
0.17168199,0.8031058,264,0.09616362,5300.0,5300.0,0.175,0.3,0.18376383,-13.99418
0.17178036,0.80318195,265,0.09628493,5320.0,5320.0,0.175,0.45,0.18378086,-13.297364
0.17174725,0.8033232,266,0.09627206,5340.0,5340.0,0.2,0.325,0.1837841,-18.144272
0.17184705,0.80347824,267,0.09633831,5360.0,5360.0,0.15000000000000002,0.55,0.1837734,-12.518923
0.17181863,0.80357426,268,0.0963886,5380.0,5380.0,0.2,0.2,0.18378966,-18.49022
0.17190146,0.80367416,269,0.09639266,5400.0,5400.0,0.175,0.5,0.18380539,-15.146275
0.171921,0.8037612,270,0.096478455,5420.0,5420.0,0.125,0.4,0.1838413,-14.595739
0.1719196,0.8037963,271,0.09656013,5440.0,5440.0,0.275,0.5,0.18384694,-13.00319
0.17187898,0.804023,272,0.096609086,5460.0,5460.0,0.15,0.375,0.18389237,-17.153511
0.17216076,0.8040808,273,0.09681261,5480.0,5480.0,0.125,0.375,0.18390273,-13.362414
0.17214155,0.80423975,274,0.09694379,5500.0,5500.0,0.15000000000000002,0.375,0.183946,-13.514311
0.17223065,0.804238,275,0.0970132,5520.0,5520.0,0.07500000000000001,0.375,0.18395215,-17.567253
0.17228611,0.8042452,276,0.09711763,5540.0,5540.0,0.125,0.32499999999999996,0.18393564,-16.091593
0.17234266,0.80421495,277,0.09721158,5560.0,5560.0,0.125,0.3,0.18394871,-16.000086
0.17242758,0.80420953,278,0.09732462,5580.0,5580.0,0.15000000000000002,0.3,0.18395525,-15.893605
0.17250174,0.8042657,279,0.09747079,5600.0,5600.0,0.1,0.25,0.18395776,-16.378887
0.17252736,0.80426985,280,0.097514875,5620.0,5620.0,0.05,0.22499999999999998,0.18397638,-14.641301
0.17270242,0.80435663,281,0.09758882,5640.0,5640.0,0.125,0.275,0.18397924,-14.868507
0.17267786,0.8044242,282,0.09761285,5660.0,5660.0,0.3,0.375,0.18398617,-15.681227
0.1726193,0.8044371,283,0.09771282,5680.0,5680.0,0.175,0.2,0.18398832,-16.310883
0.17263949,0.8044146,284,0.09771569,5700.0,5700.0,0.225,0.3,0.1840021,-15.425972
0.17267738,0.8044974,285,0.09777883,5720.0,5720.0,0.125,0.4,0.18401057,-13.642471
0.17271698,0.8044637,286,0.09783814,5740.0,5740.0,0.125,0.4,0.18398519,-13.929391
0.17271863,0.8045295,287,0.097819425,5760.0,5760.0,0.125,0.42500000000000004,0.18399033,-12.665123
0.17267334,0.8045184,288,0.09787409,5780.0,5780.0,0.15000000000000002,0.325,0.18399471,-13.520588
0.17273359,0.80453247,289,0.098051794,5800.0,5800.0,0.175,0.4,0.18398508,-15.682445
0.17293441,0.8045919,290,0.09817054,5820.0,5820.0,0.1,0.25,0.18401825,-17.689642
0.17294581,0.8045783,291,0.098161936,5840.0,5840.0,0.22499999999999998,0.4,0.18401144,-13.37789
0.17292182,0.80472916,292,0.09814818,5860.0,5860.0,0.175,0.44999999999999996,0.18403913,-14.62432
0.17294848,0.80478686,293,0.098182075,5880.0,5880.0,0.125,0.45,0.18406807,-12.261171
0.17298774,0.8048506,294,0.098347865,5900.0,5900.0,0.07500000000000001,0.35,0.18405512,-16.208176
0.17304002,0.80497044,295,0.09843111,5920.0,5920.0,0.1,0.525,0.1840763,-12.103687
0.17303918,0.8051149,296,0.09841599,5940.0,5940.0,0.1,0.5,0.18410426,-12.856796
0.1731707,0.8051443,297,0.09848304,5960.0,5960.0,0.2,0.32499999999999996,0.18411383,-16.684391
0.1732511,0.80525273,298,0.09854757,5980.0,5980.0,0.07500000000000001,0.35,0.1841631,-13.980377
0.17330672,0.80535465,299,0.098548934,6000.0,6000.0,0.15,0.375,0.18417813,-13.92465
0.17327572,0.805489,300,0.098531224,6020.0,6020.0,0.2,0.275,0.18418509,-16.840734
0.17332764,0.80551296,301,0.0985475,6040.0,6040.0,0.15000000000000002,0.55,0.1841937,-11.117378
0.17330945,0.8056087,302,0.0985155,6060.0,6060.0,0.175,0.4,0.18419741,-13.664074
0.1732989,0.805648,303,0.09849871,6080.0,6080.0,0.1,0.475,0.18420662,-14.717139
0.17319578,0.80574685,304,0.098493986,6100.0,6100.0,0.125,0.5,0.18422353,-12.552051
0.17316349,0.80581945,305,0.09847804,6120.0,6120.0,0.125,0.55,0.18424274,-11.200719
0.17308803,0.80593413,306,0.09842589,6140.0,6140.0,0.125,0.32499999999999996,0.18425062,-15.876157
0.17308544,0.80597,307,0.098459825,6160.0,6160.0,0.15000000000000002,0.55,0.18423626,-11.152123
0.17296524,0.80608636,308,0.09844119,6180.0,6180.0,0.175,0.35,0.18423943,-17.242783
0.17294975,0.80614644,309,0.098414995,6200.0,6200.0,0.1,0.42500000000000004,0.18424033,-14.383425
0.17286153,0.8062365,310,0.098383404,6220.0,6220.0,0.07500000000000001,0.525,0.1842516,-12.559414
0.1727715,0.80634385,311,0.09843094,6240.0,6240.0,0.125,0.4,0.18427044,-13.652369
0.17277384,0.8064273,312,0.09845283,6260.0,6260.0,0.2,0.5,0.18430136,-13.364447
0.17279357,0.8064975,313,0.098514654,6280.0,6280.0,0.125,0.45,0.18432513,-12.973729
0.17284477,0.80654484,314,0.09855294,6300.0,6300.0,0.07500000000000001,0.375,0.18433252,-14.650604
0.17272379,0.80663496,315,0.09850359,6320.0,6320.0,0.125,0.3,0.18434921,-15.31455
0.17274673,0.8067085,316,0.09852752,6340.0,6340.0,0.07500000000000001,0.4,0.1843521,-15.389492
0.172832,0.80680436,317,0.09856811,6360.0,6360.0,0.15,0.4,0.18435122,-13.040622
0.17285717,0.8069165,318,0.098554924,6380.0,6380.0,0.075,0.42500000000000004,0.18435735,-12.736757
0.17287438,0.80699205,319,0.098588765,6400.0,6400.0,0.15000000000000002,0.35,0.18436989,-13.411308
0.1728539,0.80708843,320,0.09856254,6420.0,6420.0,0.2,0.4,0.18438844,-13.529373
0.17278107,0.8072235,321,0.098582484,6440.0,6440.0,0.125,0.5,0.18442747,-12.758044
0.17272376,0.8073128,322,0.098574035,6460.0,6460.0,0.2,0.525,0.18444417,-13.78921
0.17277502,0.807401,323,0.0986171,6480.0,6480.0,0.1,0.525,0.18444097,-13.173437
0.17277206,0.80749774,324,0.09864198,6500.0,6500.0,0.1,0.375,0.18447366,-14.336405
0.17278652,0.8075042,325,0.098758526,6520.0,6520.0,0.125,0.3,0.18446752,-15.340244
0.17282939,0.8075734,326,0.09875268,6540.0,6540.0,0.07500000000000001,0.525,0.18446971,-10.763405
0.1728034,0.8076396,327,0.09873151,6560.0,6560.0,0.05,0.55,0.18449898,-11.4223385
0.17283756,0.8076565,328,0.09876351,6580.0,6580.0,0.125,0.375,0.18449825,-13.41018
0.17278576,0.80776066,329,0.09872684,6600.0,6600.0,0.225,0.35,0.18450907,-13.694673
0.17270805,0.8078297,330,0.09873629,6620.0,6620.0,0.25,0.55,0.18449832,-14.070805
0.17262143,0.8079005,331,0.09869735,6640.0,6640.0,0.05,0.3,0.18450232,-14.550243
0.17250496,0.8079272,332,0.098670475,6660.0,6660.0,0.1,0.35,0.18449585,-14.018674
0.17251693,0.8080058,333,0.09872298,6680.0,6680.0,0.125,0.4,0.18452753,-13.843674
0.17253828,0.8081022,334,0.09874156,6700.0,6700.0,0.07500000000000001,0.375,0.18455192,-13.339998
0.17254007,0.8081003,335,0.09877099,6720.0,6720.0,0.125,0.4,0.18455805,-13.265808
0.17247318,0.8082047,336,0.09882781,6740.0,6740.0,0.2,0.5,0.18457271,-10.659216
0.17243522,0.8083327,337,0.098805495,6760.0,6760.0,0.175,0.5,0.18460302,-12.835522
0.17250413,0.808353,338,0.09894161,6780.0,6780.0,0.07500000000000001,0.4,0.18462086,-14.857145
0.17257333,0.8084201,339,0.098924436,6800.0,6800.0,0.175,0.275,0.18464401,-14.540556
0.17253888,0.80855626,340,0.09894017,6820.0,6820.0,0.2,0.6,0.18465526,-11.071043
0.17256774,0.80866235,341,0.09894373,6840.0,6840.0,0.175,0.4,0.18465771,-13.906586
0.17262083,0.8087208,342,0.09897409,6860.0,6860.0,0.125,0.475,0.1846618,-12.593295
0.1726381,0.8088066,343,0.09895544,6880.0,6880.0,0.2,0.525,0.18467815,-12.0584755
0.17268753,0.80883884,344,0.099029325,6900.0,6900.0,0.075,0.42500000000000004,0.18469122,-14.236022
0.17270403,0.8088839,345,0.09910133,6920.0,6920.0,0.07500000000000001,0.45,0.1847103,-13.181668
0.1725927,0.80897117,346,0.09906688,6940.0,6940.0,0.1,0.625,0.18472275,-12.115552
0.17255276,0.80905056,347,0.09905164,6960.0,6960.0,0.2,0.525,0.184746,-11.726761
0.17259498,0.80905795,348,0.099079005,6980.0,6980.0,0.15,0.6,0.18475409,-9.780857
0.17258073,0.8090616,349,0.099075526,7000.0,7000.0,0.125,0.4,0.18477468,-12.99057
0.17250098,0.80913544,350,0.09904197,7020.0,7020.0,0.1,0.5,0.18479961,-13.773806
0.17247106,0.8091325,351,0.09906087,7040.0,7040.0,0.07500000000000001,0.375,0.18480267,-13.113453
0.17242716,0.8091343,352,0.09906645,7060.0,7060.0,0.2,0.6,0.18479918,-12.958996
0.17238863,0.80918914,353,0.09905628,7080.0,7080.0,0.15000000000000002,0.45,0.18481289,-15.181588
0.17238416,0.80919695,354,0.09915309,7100.0,7100.0,0.15000000000000002,0.25,0.18482149,-15.625242
0.17252946,0.8091419,355,0.09919457,7120.0,7120.0,0.15000000000000002,0.45,0.18483526,-12.917677
0.17252648,0.80919725,356,0.09918407,7140.0,7140.0,0.1,0.5,0.18484636,-12.725784
0.17250568,0.8092026,357,0.09920335,7160.0,7160.0,0.1,0.375,0.18484816,-14.161919
0.17245847,0.80929613,358,0.09921785,7180.0,7180.0,0.225,0.42500000000000004,0.1848626,-13.66477
0.17243175,0.8093731,359,0.09921759,7200.0,7200.0,0.2,0.35,0.18487592,-12.190806
0.17235558,0.8094918,360,0.09917721,7220.0,7220.0,0.05,0.35,0.1849077,-14.658159
0.17234111,0.80956554,361,0.099160664,7240.0,7240.0,0.175,0.42500000000000004,0.18491623,-14.270811
0.17243655,0.8096065,362,0.099254444,7260.0,7260.0,0.1,0.375,0.18493061,-15.407714
0.17240554,0.80960894,363,0.09933373,7280.0,7280.0,0.15,0.55,0.18493259,-10.795804
0.17234172,0.8096488,364,0.09929739,7300.0,7300.0,0.19999999999999998,0.35,0.18494026,-13.321303
0.17224759,0.8097132,365,0.09930911,7320.0,7320.0,0.125,0.475,0.18497331,-11.476739
0.17237496,0.80971295,366,0.09944947,7340.0,7340.0,0.15000000000000002,0.45,0.18498695,-14.237352
0.17235501,0.80977196,367,0.099453,7360.0,7360.0,0.225,0.475,0.18499604,-13.379677
0.17235453,0.809777,368,0.09944762,7380.0,7380.0,0.2,0.275,0.1850083,-15.467393
0.17238458,0.80981225,369,0.099464215,7400.0,7400.0,0.175,0.35,0.1850273,-13.360543
0.17229198,0.80984443,370,0.099460736,7420.0,7420.0,0.07500000000000001,0.425,0.18504138,-14.539518
0.17230457,0.8098803,371,0.09947669,7440.0,7440.0,0.175,0.325,0.18505916,-15.094427
0.17226575,0.80990535,372,0.0994921,7460.0,7460.0,0.2,0.575,0.18506773,-11.010597
0.17233218,0.8099032,373,0.099499024,7480.0,7480.0,0.2,0.3,0.18508074,-13.858587
0.17240572,0.80986977,374,0.099584475,7500.0,7500.0,0.125,0.3,0.18508406,-17.916878
0.1724969,0.8098354,375,0.09964053,7520.0,7520.0,0.1,0.525,0.18508306,-11.467245
0.17257757,0.8098219,376,0.0996734,7540.0,7540.0,0.15000000000000002,0.5,0.18509036,-11.744045
0.17252491,0.80988926,377,0.09966741,7560.0,7560.0,0.175,0.4,0.18510324,-13.085759
0.17246258,0.80990726,378,0.09964616,7580.0,7580.0,0.15000000000000002,0.425,0.18511167,-14.04896
0.17243809,0.8099026,379,0.09963584,7600.0,7600.0,0.15,0.35,0.18511494,-13.943646
0.17251493,0.80996436,380,0.09969541,7620.0,7620.0,0.125,0.55,0.18513551,-13.224529
0.1724677,0.8099849,381,0.09970843,7640.0,7640.0,0.175,0.475,0.18515423,-13.393129
0.1724397,0.81002903,382,0.09972396,7660.0,7660.0,0.125,0.375,0.18517596,-16.337418
0.1725321,0.81004506,383,0.09981414,7680.0,7680.0,0.2,0.4,0.18518378,-12.755367
0.17245257,0.8100746,384,0.0997993,7700.0,7700.0,0.125,0.35,0.1851898,-14.738172
0.17242537,0.8101487,385,0.09984968,7720.0,7720.0,0.125,0.45,0.18522799,-9.619394
0.17241865,0.8102116,386,0.09989302,7740.0,7740.0,0.2,0.3,0.18525709,-16.894367
0.17245342,0.81023216,387,0.09990543,7760.0,7760.0,0.1,0.45,0.1852751,-13.660352
0.17242748,0.81028455,388,0.099921905,7780.0,7780.0,0.2,0.325,0.18529192,-15.426322
0.17247885,0.8103194,389,0.09996846,7800.0,7800.0,0.2,0.45,0.18531023,-11.505909
0.17246437,0.8103583,390,0.09994994,7820.0,7820.0,0.2,0.3,0.18531583,-15.265154
0.17248696,0.81031084,391,0.100040846,7840.0,7840.0,0.07500000000000001,0.4,0.1853006,-13.569289
0.17253824,0.810415,392,0.10005488,7860.0,7860.0,0.15000000000000002,0.42500000000000004,0.18532294,-13.123657
0.17249787,0.8104686,393,0.1000663,7880.0,7880.0,0.05,0.45,0.18533586,-14.594597
0.17254533,0.81052184,394,0.10010079,7900.0,7900.0,0.05,0.475,0.18534704,-14.288736
0.172504,0.81058645,395,0.1001049,7920.0,7920.0,0.125,0.3,0.18535438,-15.913784
0.17251737,0.81058544,396,0.10017413,7940.0,7940.0,0.1,0.55,0.18536286,-11.476136
0.1726024,0.8105419,397,0.10022507,7960.0,7960.0,0.125,0.32499999999999996,0.18536173,-14.708656
0.17258072,0.8105666,398,0.1002525,7980.0,7980.0,0.2,0.5,0.18536077,-12.862556
0.17282431,0.8104767,399,0.100417204,8000.0,8000.0,0.125,0.25,0.18533823,-16.710194
0.17280334,0.810522,400,0.100422725,8020.0,8020.0,0.125,0.5,0.18536013,-11.62952
0.17289303,0.81045794,401,0.1004654,8040.0,8040.0,0.175,0.45,0.1853438,-13.599173
0.17292063,0.8105183,402,0.100484475,8060.0,8060.0,0.1,0.55,0.18536977,-11.147146
0.17298694,0.810507,403,0.10056802,8080.0,8080.0,0.1,0.375,0.18537155,-15.277187
0.17300452,0.8104799,404,0.100655556,8100.0,8100.0,0.175,0.45,0.18538171,-14.961138
0.17307438,0.81043845,405,0.1006956,8120.0,8120.0,0.125,0.4,0.18536395,-13.469629
0.17304312,0.81044984,406,0.100702144,8140.0,8140.0,0.125,0.4,0.18538044,-14.954044
0.17305452,0.81044793,407,0.10069568,8160.0,8160.0,0.2,0.475,0.18539697,-14.767565
0.17325233,0.81040925,408,0.10079482,8180.0,8180.0,0.175,0.55,0.18539013,-12.210919
0.17325301,0.81041497,409,0.10079591,8200.0,8200.0,0.2,0.5,0.18539761,-11.586817
0.17324442,0.81042975,410,0.10083561,8220.0,8220.0,0.25,0.45,0.18539952,-14.278609
0.17326796,0.8104709,411,0.10089404,8240.0,8240.0,0.175,0.47500000000000003,0.18542288,-12.276124
0.17321648,0.81050676,412,0.100926936,8260.0,8260.0,0.07500000000000001,0.44999999999999996,0.18543051,-15.974136
0.17328721,0.8105175,413,0.10095246,8280.0,8280.0,0.125,0.45,0.18542372,-13.380856
0.17322154,0.810565,414,0.10095657,8300.0,8300.0,0.2,0.42500000000000004,0.18542922,-13.553325
0.1732167,0.8106118,415,0.10101178,8320.0,8320.0,0.1,0.2,0.18544935,-17.723238
0.17316657,0.8106393,416,0.10107852,8340.0,8340.0,0.175,0.35,0.18547295,-15.010913
0.1731352,0.81070155,417,0.101097964,8360.0,8360.0,0.2,0.625,0.18548828,-10.0304785
0.17305659,0.810761,418,0.10107085,8380.0,8380.0,0.15000000000000002,0.45,0.1855073,-12.468319
0.1730764,0.8107741,419,0.101117484,8400.0,8400.0,0.2,0.5,0.1855229,-10.568794
0.17320545,0.81077474,420,0.10117009,8420.0,8420.0,0.225,0.375,0.18552612,-13.175246
0.17326033,0.81084293,421,0.10120736,8440.0,8440.0,0.075,0.525,0.18553537,-12.053125
0.17329629,0.8108432,422,0.10127228,8460.0,8460.0,0.15000000000000002,0.525,0.18553905,-12.701103
0.17334406,0.810906,423,0.10132593,8480.0,8480.0,0.2,0.55,0.18554659,-10.42607
0.1734134,0.81091213,424,0.1013951,8500.0,8500.0,0.1,0.35,0.18555264,-13.5472975
0.17348047,0.8109245,425,0.1014504,8520.0,8520.0,0.075,0.375,0.18555853,-11.947617
0.17358132,0.8109425,426,0.10154035,8540.0,8540.0,0.175,0.4,0.18557574,-13.537504
0.17365061,0.81096476,427,0.101579435,8560.0,8560.0,0.07500000000000001,0.5,0.18558292,-11.52232
0.17363732,0.8109417,428,0.10161062,8580.0,8580.0,0.225,0.55,0.18557744,-10.064775
0.1736201,0.8109679,429,0.1016109,8600.0,8600.0,0.125,0.47500000000000003,0.18559521,-12.267636
0.17359294,0.81104517,430,0.10160856,8620.0,8620.0,0.125,0.3,0.18559669,-13.972989
0.17358595,0.8110671,431,0.10165906,8640.0,8640.0,0.125,0.47500000000000003,0.1855951,-13.589335
0.17361034,0.81109315,432,0.10168303,8660.0,8660.0,0.125,0.4,0.18560377,-12.0604
0.1735764,0.8111538,433,0.101763695,8680.0,8680.0,0.07500000000000001,0.47500000000000003,0.18563037,-12.968241
0.17358947,0.8111809,434,0.10179338,8700.0,8700.0,0.175,0.55,0.1856389,-10.770826
0.17366993,0.81121534,435,0.10186349,8720.0,8720.0,0.2,0.4,0.18565102,-15.225345
0.1736842,0.81120515,436,0.101898916,8740.0,8740.0,0.22499999999999998,0.4,0.18565816,-10.929054
0.17366545,0.8112326,437,0.101916224,8760.0,8760.0,0.25,0.5,0.18565479,-11.665094
0.17362012,0.8112567,438,0.101999275,8780.0,8780.0,0.1,0.4,0.18565853,-13.073351
0.17361294,0.8112833,439,0.10200626,8800.0,8800.0,0.175,0.375,0.1856705,-12.704374
0.17359513,0.81134766,440,0.10199941,8820.0,8820.0,0.225,0.375,0.18568432,-13.101082
0.17365105,0.8113485,441,0.10201232,8840.0,8840.0,0.15,0.5,0.18569115,-10.2191925
0.17366607,0.8114051,442,0.102075756,8860.0,8860.0,0.07500000000000001,0.5,0.18569611,-12.68858
0.17367168,0.8114709,443,0.10210866,8880.0,8880.0,0.1,0.275,0.18571179,-16.988792
0.1736834,0.81153566,444,0.102176405,8900.0,8900.0,0.175,0.25,0.18573016,-14.317437
0.17373906,0.81157047,445,0.1022214,8920.0,8920.0,0.07500000000000001,0.42500000000000004,0.1857409,-13.510961
0.17376162,0.8115433,446,0.102246836,8940.0,8940.0,0.05,0.35,0.18573588,-12.338034
0.17377035,0.8116142,447,0.10228178,8960.0,8960.0,0.05,0.6,0.18575816,-10.724506
0.17380327,0.811635,448,0.10235296,8980.0,8980.0,0.15,0.375,0.18577522,-12.857807
0.17380233,0.8116656,449,0.10240953,9000.0,9000.0,0.125,0.625,0.1857741,-9.681995
0.17377919,0.8117263,450,0.102409735,9020.0,9020.0,0.30000000000000004,0.4,0.185815,-13.345246
0.17373441,0.8117457,451,0.1024237,9040.0,9040.0,0.1,0.32499999999999996,0.18583088,-13.273387
0.17378841,0.81174487,452,0.102484085,9060.0,9060.0,0.15,0.4,0.1858332,-12.290472
0.17381625,0.8117871,453,0.10250115,9080.0,9080.0,0.175,0.275,0.18583673,-12.363862
0.17378275,0.81181693,454,0.10253825,9100.0,9100.0,0.175,0.525,0.18585138,-11.210146
0.17385201,0.81184405,455,0.10260118,9120.0,9120.0,0.15,0.675,0.18583918,-10.023945
0.17381598,0.8118264,456,0.10263795,9140.0,9140.0,0.15,0.2,0.18583687,-14.090351
0.17381783,0.8118849,457,0.102677315,9160.0,9160.0,0.25,0.45,0.1858456,-13.48698
0.17375903,0.8119092,458,0.10268652,9180.0,9180.0,0.07500000000000001,0.47500000000000003,0.18585534,-12.197033
0.17380305,0.81189936,459,0.10277081,9200.0,9200.0,0.125,0.425,0.18584599,-12.725482
0.17381503,0.8119459,460,0.10279815,9220.0,9220.0,0.175,0.625,0.18585941,-9.487318
0.17381142,0.811943,461,0.102793306,9240.0,9240.0,0.175,0.475,0.18586479,-11.498539
0.1737224,0.8119878,462,0.102781445,9260.0,9260.0,0.275,0.625,0.18588507,-10.156612
0.17371194,0.8119838,463,0.10275509,9280.0,9280.0,0.225,0.375,0.185894,-12.199371
0.17382668,0.81194687,464,0.10280516,9300.0,9300.0,0.175,0.32499999999999996,0.18589792,-12.364109
0.1738957,0.81194925,465,0.10286456,9320.0,9320.0,0.225,0.375,0.18591076,-11.349097
0.17385261,0.8120074,466,0.10285156,9340.0,9340.0,0.225,0.275,0.18593828,-16.370403
0.17391141,0.8119411,467,0.10285893,9360.0,9360.0,0.125,0.47500000000000003,0.18592724,-13.962173
0.17395563,0.8119655,468,0.10288394,9380.0,9380.0,0.175,0.4,0.18593235,-12.569105
0.17395113,0.81194466,469,0.10286618,9400.0,9400.0,0.3,0.425,0.18593551,-13.103373
0.17393553,0.8119523,470,0.10286353,9420.0,9420.0,0.2,0.5,0.18594703,-11.847233
0.17408882,0.8119181,471,0.10291287,9440.0,9440.0,0.275,0.42500000000000004,0.18593034,-13.279983
0.17411762,0.8119487,472,0.10292573,9460.0,9460.0,0.1,0.55,0.18593997,-11.758348
0.17415316,0.81195885,473,0.102975056,9480.0,9480.0,0.175,0.5,0.18594322,-11.206209
0.17415929,0.8119839,474,0.10297766,9500.0,9500.0,0.2,0.35,0.185953,-12.938295
0.17409259,0.8119617,475,0.102952585,9520.0,9520.0,0.375,0.45,0.18595766,-11.700314
0.1741118,0.8119921,476,0.10301179,9540.0,9540.0,0.1,0.525,0.18596444,-11.828173
0.17404799,0.8120038,477,0.10299039,9560.0,9560.0,0.3,0.525,0.18597241,-11.347681
0.1740443,0.81203485,478,0.103036314,9580.0,9580.0,0.25,0.525,0.1859801,-10.645489
0.17404933,0.8120225,479,0.10305394,9600.0,9600.0,0.22499999999999998,0.375,0.18597646,-15.356407
0.17410445,0.8120134,480,0.10311625,9620.0,9620.0,0.175,0.55,0.18597241,-10.493557
0.17406674,0.81204396,481,0.103159286,9640.0,9640.0,0.22499999999999998,0.575,0.18598086,-11.814281
0.17414348,0.81206614,482,0.10321812,9660.0,9660.0,0.2,0.425,0.18599328,-13.251217
0.17407972,0.8120859,483,0.103207596,9680.0,9680.0,0.125,0.475,0.18600126,-13.650834
0.17404254,0.8121104,484,0.10318978,9700.0,9700.0,0.175,0.4,0.18602113,-13.547371
0.17410028,0.81206846,485,0.103218794,9720.0,9720.0,0.25,0.55,0.18601887,-8.723824
0.17414676,0.81204814,486,0.10322142,9740.0,9740.0,0.25,0.47500000000000003,0.18602434,-11.771917
0.17413527,0.81205034,487,0.103232384,9760.0,9760.0,0.2,0.375,0.1860362,-11.804649
0.1740842,0.8121349,488,0.10321631,9780.0,9780.0,0.125,0.525,0.18605492,-13.199894
0.17404272,0.8121572,489,0.103201635,9800.0,9800.0,0.2,0.625,0.18604924,-10.692032
0.17406543,0.8121384,490,0.103209026,9820.0,9820.0,0.175,0.4,0.1860473,-13.2738
0.17408578,0.8121523,491,0.10328818,9840.0,9840.0,0.125,0.6000000000000001,0.18606044,-11.405888
0.17411079,0.8121254,492,0.103323184,9860.0,9860.0,0.175,0.475,0.18606211,-10.702896
0.17408012,0.8121268,493,0.10332181,9880.0,9880.0,0.175,0.525,0.18607011,-11.041973
0.17412376,0.81212455,494,0.10339099,9900.0,9900.0,0.15,0.47500000000000003,0.18606575,-12.372566
0.17413612,0.8121187,495,0.10340743,9920.0,9920.0,0.2,0.375,0.18607883,-15.05124
0.17415784,0.8121123,496,0.103448346,9940.0,9940.0,0.1,0.575,0.18607083,-9.678911
0.17409314,0.8121348,497,0.103425674,9960.0,9960.0,0.125,0.5,0.18607758,-13.034807
0.17414449,0.81216097,498,0.10345746,9980.0,9980.0,0.2,0.575,0.18608394,-10.773371
0.17408843,0.8122139,499,0.103504054,10000.0,10000.0,0.125,0.5,0.18608992,-11.116283
